name,cost,champName,skinType,skinLine,date
"Debonair Brand",1350,brand,,"debonair","December 9, 2021"
"Debonair Brand Prestige Edition",,brand,Limited Edition,"debonair-prestige-edition","December 9, 2021"
"Debonair Zed",1820,zed,Legendary,"debonair","December 9, 2021"
"Debonair Draven",1350,draven,,"debonair","December 9, 2021"
"Debonair Leona",1350,leona,,"debonair","December 9, 2021"
"Debonair Master Yi",1350,master-yi,,"debonair","December 9, 2021"
"Debonair LeBlanc",1350,leblanc,,"debonair","December 9, 2021"
"Debonair Malzahar",1350,malzahar,,"debonair","December 9, 2021"
"Arcane Jinx",,jinx,Special Events,"arcane","November 24, 2021"
"Arcane Caitlyn",,caitlyn,Special Events,"arcane","November 22, 2021"
"Cafe Cuties Annie",1350,annie,,"cafe-cuties","November 17, 2021"
"Cafe Cuties Gwen",1350,gwen,,"cafe-cuties","November 17, 2021"
"Cafe Cuties Soraka",1350,soraka,,"cafe-cuties","November 17, 2021"
"Cafe Cuties Sivir",1350,sivir,,"cafe-cuties","November 17, 2021"
"Cafe Cuties Bard",1350,bard,,"cafe-cuties","November 17, 2021"
"Cafe Cuties Vladimir",1350,vladimir,,"cafe-cuties","November 17, 2021"
"Victorious Blitzcrank",,blitzcrank,Special Events,"victorious","November 16, 2021"
"Arcane Vi",,vi,Special Events,"arcane","November 15, 2021"
"Arcane Jayce",,jayce,Special Events,"arcane","November 8, 2021"
"Truth Dragon Yasuo",1820,yasuo,Legendary,"truth-dragon","October 21, 2021"
"Dream Dragon Yasuo",1820,yasuo,Legendary,"dream-dragon","October 21, 2021"
"Lagoon Dragon Kai'Sa",1350,kaisa,,"lagoon-dragon","October 21, 2021"
"Steel Dragon Thresh",1350,thresh,,"steel-dragon","October 21, 2021"
"Tranquility Dragon Karma",1350,karma,,"tranquility-dragon","October 21, 2021"
"Duality Dragon Volibear",1350,volibear,,"duality-dragon","October 21, 2021"
"Duality Dragon Volibear Prestige Edition",,volibear,Limited Edition,"duality-dragon-prestige-edition","October 21, 2021"
"Bewitching Fiora",1350,fiora,Special Events,"bewitching","October 7, 2021"
"Bewitching Syndra",1350,syndra,Special Events,"bewitching","October 7, 2021"
"Bewitching Poppy",1350,poppy,Special Events,"bewitching","October 7, 2021"
"Bewitching Nami",1350,nami,Special Events,"bewitching","October 7, 2021"
"Bewitching Yuumi",1350,yuumi,Special Events,"bewitching","October 7, 2021"
"Bewitching Morgana Prestige Edition",,morgana,Limited Edition,"bewitching-prestige-edition","October 7, 2021"
"Dawnbringer Vex",1350,vex,,"dawnbringer","September 23, 2021"
"Dawnbringer Morgana",1350,morgana,,"dawnbringer","September 23, 2021"
"Dawnbringer Yone",1820,yone,Legendary,"dawnbringer","September 23, 2021"
"Nightbringer Tryndamere",1350,tryndamere,,"nightbringer","September 23, 2021"
"Nightbringer Lillia",1350,lillia,,"nightbringer","September 23, 2021"
"Nightbringer Kayn",1350,kayn,,"nightbringer","September 23, 2021"
"Nightbringer Kayn Prestige Edition",,kayn,Limited Edition,"nightbringer-prestige-edition","September 23, 2021"
"Worlds 2021 Jarvan IV",1350,jarvan-iv,Special Events,"worlds-2021","September 23, 2021"
"Pentakill III: Lost Chapter Yorick",1350,yorick,,"pentakill-iii-lost-chapter","September 9, 2021"
"Pentakill III: Lost Chapter Mordekaiser",1350,mordekaiser,,"pentakill-iii-lost-chapter","September 9, 2021"
"Pentakill III: Lost Chapter Olaf",1350,olaf,,"pentakill-iii-lost-chapter","September 9, 2021"
"Pentakill III: Lost Chapter Karthus",1350,karthus,,"pentakill-iii-lost-chapter","September 9, 2021"
"Pentakill III: Lost Chapter Kayle",1350,kayle,,"pentakill-iii-lost-chapter","September 9, 2021"
"Pentakill III: Lost Chapter Sona",1350,sona,,"pentakill-iii-lost-chapter","September 9, 2021"
"Dissonance of Pentakill Viego",1350,viego,,"dissonance-of-pentakill","September 9, 2021"
"Hextech Tristana",,tristana,Hextech Crafting,"hextech","September 9, 2021"
"Brave Phoenix Xayah",1350,xayah,,"brave-phoenix","September 2, 2021"
"Divine Phoenix Anivia",1350,anivia,,"divine-phoenix","September 2, 2021"
"Graceful Phoenix Seraphine",1350,seraphine,,"graceful-phoenix","September 2, 2021"
"Crime City Nightmare Akali",1350,akali,,"crime-city-nightmare","August 26, 2021"
"Crime City Nightmare Shaco",1350,shaco,,"crime-city-nightmare","August 26, 2021"
"Crime City Nightmare Twisted Fate",1350,twisted-fate,,"crime-city-nightmare","August 26, 2021"
"Crime City Nightmare Darius",1350,darius,,"crime-city-nightmare","August 26, 2021"
"Crime City Nightmare Zyra",1350,zyra,,"crime-city-nightmare","August 26, 2021"
"Coven Evelynn",1820,evelynn,Legendary,"coven","August 12, 2021"
"Old God Malphite",1350,malphite,,"old-god","August 12, 2021"
"Old God Warwick",1350,warwick,,"old-god","August 12, 2021"
"Coven Cassiopeia",1350,cassiopeia,,"coven","August 12, 2021"
"Coven Ahri",1350,ahri,,"coven","August 12, 2021"
"Coven Ashe",1350,ashe,,"coven","August 12, 2021"
"Coven LeBlanc Prestige Edition",,leblanc,Limited Edition,"coven-prestige-edition","August 12, 2021"
"Unbound Thresh",,thresh,,"unbound","July 29, 2021"
"Cyber Pop Akshan",1350,akshan,,"cyber-pop","July 22, 2021"
"Ruined Miss Fortune",1350,miss-fortune,,"ruined","July 22, 2021"
"Sentinel Pyke",1350,pyke,,"sentinel","July 22, 2021"
"Sentinel Graves",1820,graves,Legendary,"sentinel","July 22, 2021"
"Sentinel Rengar",1350,rengar,,"sentinel","July 22, 2021"
"Sentinel Vayne",1820,vayne,Legendary,"sentinel","July 8, 2021"
"Sentinel Irelia",1350,irelia,,"sentinel","July 8, 2021"
"Sentinel Diana",1350,diana,,"sentinel","July 8, 2021"
"Sentinel Riven",1350,riven,,"sentinel","July 8, 2021"
"Sentinel Olaf",1350,olaf,,"sentinel","July 8, 2021"
"Ruined Pantheon",1350,pantheon,,"ruined","July 8, 2021"
"Ascended Pantheon Prestige Edition",,pantheon,Limited Edition,"ascended-prestige-edition","July 8, 2021"
"Astronaut Maokai",1350,maokai,,"astronaut","July 1, 2021"
"Astronaut Rammus",1350,rammus,,"astronaut","July 1, 2021"
"Astronaut Veigar",1350,veigar,,"astronaut","July 1, 2021"
"Astronaut Corki",1350,corki,,"astronaut","July 1, 2021"
"PROJECT: Zed Prestige Edition",,zed,Limited Edition,"project-prestige-edition","June 24, 2021"
"Pool Party Sett",1350,sett,,"pool-party","June 9, 2021"
"Pool Party Braum",1350,braum,,"pool-party","June 9, 2021"
"PROJECT: Mordekaiser",1820,mordekaiser,Legendary,"project","May 27, 2021"
"PROJECT: Renekton",1820,renekton,Legendary,"project","May 27, 2021"
"PROJECT: Sejuani",1350,sejuani,,"project","May 27, 2021"
"PROJECT: Senna",1350,senna,,"project","May 27, 2021"
"PROJECT: Sylas",1350,sylas,,"project","May 27, 2021"
"PROJECT: Sylas Prestige Edition",,sylas,Limited Edition,"project-prestige-edition","May 27, 2021"
"PROJECT: Varus",1350,varus,,"project","May 27, 2021"
"Arcana Lucian",1350,lucian,,"arcana","May 11, 2021"
"Arcana Tahm Kench",1350,tahm-kench,,"arcana","May 11, 2021"
"Arcana Xerath",1350,xerath,,"arcana","May 11, 2021"
"Arcana Camille",1350,camille,,"arcana","May 11, 2021"
"DWG Leona",1350,leona,Special Events,"dwg","April 28, 2021"
"DWG Nidalee",1350,nidalee,Special Events,"dwg","April 28, 2021"
"DWG Jhin",1350,jhin,Special Events,"dwg","April 28, 2021"
"DWG Kennen",1350,kennen,Special Events,"dwg","April 28, 2021"
"DWG Twisted Fate",1350,twisted-fate,Special Events,"dwg","April 28, 2021"
"Conqueror Jax",1350,jax,Special Events,"conqueror","April 28, 2021"
"Conqueror Jax Prestige Edition",,jax,Limited Edition,"conqueror-prestige-edition","April 28, 2021"
"Space Groove Gwen",1350,gwen,,"space-groove","April 15, 2021"
"Dragonslayer Kayle",1350,kayle,,"dragonslayer","April 15, 2021"
"Dragon Guardian Galio",1350,galio,,"dragon-guardian","April 15, 2021"
"Dragonslayer Twitch",1350,twitch,,"dragonslayer","April 15, 2021"
"Blackfrost Sion",1350,sion,,"blackfrost","April 15, 2021"
"Blackfrost Vel'Koz",1350,velkoz,,"blackfrost","April 15, 2021"
"Space Groove Lux",1350,lux,,"space-groove","March 31, 2021"
"Space Groove Rumble",1350,rumble,,"space-groove","March 31, 2021"
"Space Groove Nasus",1350,nasus,,"space-groove","March 31, 2021"
"Space Groove Nunu & Willump",1350,nunu-amp-willump,,"space-groove","March 31, 2021"
"Space Groove Lulu",1350,lulu,,"space-groove","March 31, 2021"
"Space Groove Lulu Prestige Edition",,lulu,Limited Edition,"space-groove-prestige-edition","March 31, 2021"
"Space Groove Blitz & Crank",1820,blitzcrank,Legendary,"space-groove-blitz-amp-crank","March 31, 2021"
"Space Groove Samira",1350,samira,,"space-groove","March 31, 2021"
"Battle Academia Caitlyn",1820,caitlyn,Legendary,"battle-academia","March 18, 2021"
"Battle Academia Leona",1350,leona,,"battle-academia","March 18, 2021"
"Battle Academia Leona Prestige Edition",,leona,Limited Edition,"battle-academia-prestige-edition","March 18, 2021"
"Battle Academia Garen",1350,garen,,"battle-academia","March 18, 2021"
"Battle Academia Wukong",1350,wukong,,"battle-academia","March 18, 2021"
"Battle Academia Yone",1350,yone,,"battle-academia","March 18, 2021"
"Yuubee",1350,yuumi,,"yuubee","March 4, 2021"
"Beezahar",1350,malzahar,,"beezahar","March 4, 2021"
"Bee'Maw",1350,kogmaw,,"beemaw","March 4, 2021"
"Withered Rose Syndra",1350,syndra,Special Events,"withered-rose","February 11, 2021"
"Withered Rose Talon",1350,talon,Special Events,"withered-rose","February 11, 2021"
"Crystal Rose Swain",1350,swain,Special Events,"crystal-rose","February 11, 2021"
"Crystal Rose Zyra",1350,zyra,Special Events,"crystal-rose","February 11, 2021"
"Lunar Beast Fiora",1350,fiora,,"lunar-beast","February 4, 2021"
"Lunar Beast Fiora Prestige Edition",,fiora,Limited Edition,"lunar-beast-prestige-edition","February 4, 2021"
"Lunar Beast Darius",1350,darius,,"lunar-beast","February 4, 2021"
"Lunar Beast Alistar",1350,alistar,,"lunar-beast","February 4, 2021"
"Lunar Beast Jarvan IV",1350,jarvan-iv,,"lunar-beast","February 4, 2021"
"Lunar Beast Aphelios",1350,aphelios,,"lunar-beast","February 4, 2021"
"Lunar Beast Annie",1350,annie,,"lunar-beast","February 4, 2021"
"Shan Hai Scrolls Jhin",1350,jhin,,"shan-hai-scrolls","January 28, 2021"
"Shan Hai Scrolls Cho'Gath",1350,chogath,,"shan-hai-scrolls","January 28, 2021"
"Shan Hai Scrolls Neeko",1350,neeko,,"shan-hai-scrolls","January 28, 2021"
"Shan Hai Scrolls Nautilus",1350,nautilus,,"shan-hai-scrolls","January 28, 2021"
"Ruined Shyvana",1350,shyvana,,"ruined","January 21, 2021"
"Ruined Karma",1350,karma,,"ruined","January 21, 2021"
"Ruined Draven",1350,draven,,"ruined","January 21, 2021"
"Lunar Beast Viego",1350,viego,,"lunar-beast","January 21, 2021"
"Warden Quinn",1350,quinn,,"warden","January 7, 2021"
"Warden Gragas",1350,gragas,,"warden","January 7, 2021"
"Marauder Xin Zhao",1350,xin-zhao,,"marauder","January 7, 2021"
"Marauder Kled",1350,kled,,"marauder","January 7, 2021"
"Marauder Kalista",1350,kalista,,"marauder","January 7, 2021"
"Battle Queen Katarina",1820,katarina,Legendary,"battle-queen","December 10, 2020"
"Battle Queen Diana",1350,diana,,"battle-queen","December 10, 2020"
"Battle Queen Diana Prestige Edition",,diana,Limited Edition,"battle-queen-prestige-edition","December 10, 2020"
"Battle Queen Qiyana",1350,qiyana,,"battle-queen","December 10, 2020"
"Battle Queen Janna",1350,janna,,"battle-queen","December 10, 2020"
"Battle Queen Rell",1350,rell,,"battle-queen","December 10, 2020"
"Elderwood Rakan",1350,rakan,,"elderwood","December 10, 2020"
"Elderwood Xayah",1350,xayah,,"elderwood","December 10, 2020"
"Old God Ivern",1350,ivern,,"old-god","December 10, 2020"
"Elderwood Azir",1350,azir,,"elderwood","December 10, 2020"
"Elderwood Ornn",1350,ornn,,"elderwood","December 10, 2020"
"Cosmic Flight Anivia",1350,anivia,,"cosmic-flight","November 24, 2020"
"Cosmic Charger Hecarim",1350,hecarim,,"cosmic-charger","November 24, 2020"
"Cosmic Invoker Illaoi",1350,illaoi,,"cosmic-invoker","November 24, 2020"
"Cosmic Destiny Nami",1350,nami,,"cosmic-destiny","November 24, 2020"
"Cosmic Huntress Nidalee",1350,nidalee,,"cosmic-huntress","November 24, 2020"
"Cosmic Sting Skarner",1350,skarner,,"cosmic-sting","November 24, 2020"
"Cosmic Hunter Varus",1350,varus,,"cosmic-hunter","November 24, 2020"
"Cosmic Devourer Vladimir",1350,vladimir,,"cosmic-devourer","November 24, 2020"
"Dark Cosmic Lissandra",1350,lissandra,,"dark-cosmic","November 24, 2020"
"Star Guardian Soraka Prestige Edition",,soraka,Limited Edition,"star-guardian-prestige-edition","November 24, 2020"
"Battlecast Nasus",1350,nasus,,"battlecast","November 12, 2020"
"Battlecast Zac",1350,zac,,"battlecast","November 12, 2020"
"Resistance Jayce",1350,jayce,,"resistance","November 12, 2020"
"Resistance Singed",1350,singed,,"resistance","November 12, 2020"
"Resistance Yorick",1350,yorick,,"resistance","November 12, 2020"
"Victorious Lucian",,lucian,Special Events,"victorious","November 11, 2020"
"K/DA ALL OUT Kai'Sa",1350,kaisa,,"k-da-all-out","October 29, 2020"
"K/DA ALL OUT Kai'Sa Prestige Edition",,kaisa,Limited Edition,"k-da-all-out-prestige-edition","October 29, 2020"
"K/DA ALL OUT Evelynn",1350,evelynn,,"k-da-all-out","October 29, 2020"
"K/DA ALL OUT Akali",1350,akali,,"k-da-all-out","October 29, 2020"
"K/DA ALL OUT Ahri",1350,ahri,,"k-da-all-out","October 29, 2020"
"K/DA ALL OUT Seraphine Indie",3250,seraphine,Ultimate,"k-da-all-out-indie","October 29, 2020"
"K/DA ALL OUT Seraphine Rising Star",3250,seraphine,Ultimate,"k-da-all-out-rising-star","October 29, 2020"
"K/DA ALL OUT Seraphine Superstar",3250,seraphine,Ultimate,"k-da-all-out-superstar","October 29, 2020"
"Pumpkin Prince Amumu",1350,amumu,Special Events,"pumpkin-prince","October 22, 2020"
"Bewitching Elise",1350,elise,Special Events,"bewitching","October 22, 2020"
"Little Devil Fizz",1350,fizz,Special Events,"little-devil","October 22, 2020"
"Odyssey Karma",1350,karma,,"odyssey","October 15, 2020"
"Odyssey Aatrox",1350,aatrox,,"odyssey","October 15, 2020"
"Odyssey Sivir",1350,sivir,,"odyssey","October 15, 2020"
"Odyssey Kha'Zix",1350,khazix,,"odyssey","October 15, 2020"
"Odyssey Twisted Fate",1350,twisted-fate,,"odyssey","October 15, 2020"
"Hextech Kassadin",,kassadin,Hextech Crafting,"hextech","October 15, 2020"
"Storm Dragon Aurelion Sol",1350,aurelion-sol,,"storm-dragon","October 1, 2020"
"Storm Dragon Lee Sin",1820,lee-sin,Legendary,"storm-dragon","October 1, 2020"
"Eternal Dragon Brand",1350,brand,,"eternal-dragon","October 1, 2020"
"Fae Dragon Ashe",1350,ashe,,"fae-dragon","October 1, 2020"
"Obsidian Dragon Sett",1350,sett,,"obsidian-dragon","October 1, 2020"
"Obsidian Dragon Sett Prestige Edition",,sett,Limited Edition,"obsidian-dragon-prestige-edition","October 1, 2020"
"True Damage Yasuo Prestige Edition",,yasuo,Limited Edition,"true-damage-prestige-edition","September 25, 2020"
"Championship LeBlanc",1350,leblanc,,"championship","September 24, 2020"
"PsyOps Samira",1350,samira,,"psyops","September 21, 2020"
"PsyOps Pyke",1350,pyke,,"psyops","September 17, 2020"
"PsyOps Viktor",1350,viktor,,"psyops","September 17, 2020"
"PsyOps Zed",1350,zed,,"psyops","September 17, 2020"
"PsyOps Kayle",1350,kayle,,"psyops","September 17, 2020"
"PsyOps Sona",1820,sona,Legendary,"psyops","September 3, 2020"
"PsyOps Vi",1350,vi,,"psyops","September 3, 2020"
"PsyOps Shen",1350,shen,,"psyops","September 3, 2020"
"PsyOps Master Yi",1350,master-yi,,"psyops","September 3, 2020"
"PsyOps Ezreal",1350,ezreal,,"psyops","September 3, 2020"
"PsyOps Ezreal Prestige Edition",,ezreal,Limited Edition,"psyops-prestige-edition","September 3, 2020"
"Hextech Ziggs",,ziggs,Hextech Crafting,"hextech","September 3, 2020"
"Spirit Blossom Ahri",1820,ahri,Legendary,"spirit-blossom","August 6, 2020"
"Spirit Blossom Cassiopeia",1350,cassiopeia,,"spirit-blossom","August 6, 2020"
"Spirit Blossom Kindred",1350,kindred,,"spirit-blossom","August 6, 2020"
"Spirit Blossom Riven",1350,riven,,"spirit-blossom","August 6, 2020"
"Spirit Blossom Yone",1350,yone,,"spirit-blossom","August 6, 2020"
"Spirit Blossom Lillia",1350,lillia,,"spirit-blossom","July 22, 2020"
"Spirit Blossom Vayne",1350,vayne,,"spirit-blossom","July 22, 2020"
"Spirit Blossom Yasuo",1350,yasuo,,"spirit-blossom","July 22, 2020"
"Spirit Blossom Thresh",1820,thresh,Legendary,"spirit-blossom","July 22, 2020"
"Spirit Blossom Teemo",1350,teemo,,"spirit-blossom","July 22, 2020"
"Spirit Blossom Teemo Prestige Edition",,teemo,Limited Edition,"spirit-blossom-prestige-edition","July 22, 2020"
"Infernal Kennen",1350,kennen,,"infernal","July 16, 2020"
"Infernal Karthus",1350,karthus,,"infernal","July 16, 2020"
"Infernal Vel'Koz",1350,velkoz,,"infernal","July 16, 2020"
"Arcanist Zoe",1350,zoe,,"arcanist","July 9, 2020"
"Arcanist Zoe Prestige Edition",,zoe,Limited Edition,"arcanist-prestige-edition","July 9, 2020"
"Arcanist Kog'Maw",1350,kogmaw,,"arcanist","July 9, 2020"
"Arcanist Shaco",1350,shaco,,"arcanist","July 9, 2020"
"Conqueror Nautilus",975,nautilus,Special Events,"conqueror","July 9, 2020"
"Pool Party Orianna",1350,orianna,,"pool-party","July 2, 2020"
"Pool Party Taliyah",1350,taliyah,,"pool-party","July 2, 2020"
"Pool Party Jarvan IV",1350,jarvan-iv,,"pool-party","July 2, 2020"
"Pool Party Syndra",1350,syndra,,"pool-party","July 2, 2020"
"Pool Party Heimerdinger",1350,heimerdinger,,"pool-party","July 2, 2020"
"High Noon Senna",1820,senna,Legendary,"high-noon","June 18, 2020"
"High Noon Irelia",1350,irelia,,"high-noon","June 18, 2020"
"Hextech Nocturne",,nocturne,Hextech Crafting,"hextech","June 18, 2020"
"The Thousand-Pierced Bear",975,volibear,,"the-thousand-pierced-bear","May 28, 2020"
"Astronaut Poppy",1350,poppy,,"astronaut","May 28, 2020"
"Astronaut Gnar",1350,gnar,,"astronaut","May 28, 2020"
"Astronaut Bard",1350,bard,,"astronaut","May 28, 2020"
"Pulsefire Fiora",1350,fiora,,"pulsefire","May 14, 2020"
"Pulsefire Ekko",1350,ekko,,"pulsefire","May 14, 2020"
"Pulsefire Lucian",1350,lucian,,"pulsefire","May 14, 2020"
"Pulsefire Lucian Prestige Edition",,lucian,Limited Edition,"pulsefire-prestige-edition","May 14, 2020"
"Pulsefire Pantheon",1350,pantheon,,"pulsefire","May 14, 2020"
"FPX Gangplank",1350,gangplank,Special Events,"fpx","April 30, 2020"
"FPX Lee Sin",1350,lee-sin,Special Events,"fpx","April 30, 2020"
"FPX Malphite",1350,malphite,Special Events,"fpx","April 30, 2020"
"FPX Thresh",1350,thresh,Special Events,"fpx","April 30, 2020"
"FPX Vayne",1350,vayne,Special Events,"fpx","April 30, 2020"
"Coven Morgana",1820,morgana,Legendary,"coven","April 16, 2020"
"Coven Zyra",1350,zyra,,"coven","April 16, 2020"
"Coven Zyra Prestige Edition",,zyra,Limited Edition,"coven-prestige-edition","April 16, 2020"
"Coven Leblanc",1350,leblanc,,"coven-leblanc","April 16, 2020"
"Worldbreaker Malzahar",1350,malzahar,,"worldbreaker","April 9, 2020"
"Worldbreaker Maokai",1350,maokai,,"worldbreaker","April 9, 2020"
"Worldbreaker Sion",1350,sion,,"worldbreaker","April 9, 2020"
"Pengu Cosplay Tristana",1350,tristana,,"pengu-cosplay","April 1, 2020"
"Furyhorn Cosplay Veigar",1350,veigar,,"furyhorn-cosplay","April 1, 2020"
"Pajama Guardian Cosplay Urgot",1350,urgot,,"pajama-guardian-cosplay","April 1, 2020"
"Cosmic Lux",1820,lux,Legendary,"cosmic","March 26, 2020"
"Dark Cosmic Lux",1820,lux,Legendary,"dark-cosmic","March 26, 2020"
"Dark Star Malphite",1350,malphite,,"dark-star","March 26, 2020"
"Dark Star Malphite Prestige Edition",,malphite,Limited Edition,"dark-star-prestige-edition","March 26, 2020"
"Dark Star Xerath",1350,xerath,,"dark-star","March 26, 2020"
"Dark Star Mordekaiser",1350,mordekaiser,,"dark-star","March 26, 2020"
"Talon Blackwood",1350,talon,,"blackwood","March 19, 2020"
"Taric Luminshield",1350,taric,,"luminshield","March 19, 2020"
"Twitch Shadowfoot",1350,twitch,,"shadowfoot","March 19, 2020"
"Blackfrost Rek'Sai",1350,reksai,,"blackfrost","March 5, 2020"
"Blackfrost Alistar",1350,alistar,,"blackfrost","March 5, 2020"
"Blackfrost Renekton",1350,renekton,,"blackfrost","March 5, 2020"
"Hextech Sejuani",,sejuani,Hextech Crafting,"hextech","March 5, 2020"
"Blood Moon Katarina",1350,katarina,,"blood-moon","February 20, 2020"
"Blood Moon Master Yi",1350,master-yi,,"blood-moon","February 20, 2020"
"Blood Moon Tryndamere",1350,tryndamere,,"blood-moon","February 20, 2020"
"Heartseeker Jinx",1350,jinx,,"heartseeker","February 6, 2020"
"Heartseeker Yuumi",1350,yuumi,,"heartseeker","February 6, 2020"
"True Damage Senna Prestige Edition",,senna,Limited Edition,"true-damage-prestige-edition","February 6, 2020"
"Dragonslayer Trundle",1350,trundle,,"dragonslayer","January 30, 2020"
"Dragonslayer Diana",1350,diana,,"dragonslayer","January 30, 2020"
"Dragonslayer Olaf",1350,olaf,,"dragonslayer","January 30, 2020"
"Guardian of the Sands Rengar",1350,rengar,,"guardian-of-the-sands","January 22, 2020"
"Guardian of the Sands Janna",1350,janna,,"guardian-of-the-sands","January 22, 2020"
"Guardian of the Sands Ryze",1350,ryze,,"guardian-of-the-sands","January 22, 2020"
"Mecha Kingdoms Leona",1350,leona,,"mecha-kingdoms","January 15, 2020"
"Mecha Kingdoms Garen",1350,garen,,"mecha-kingdoms","January 15, 2020"
"Mecha Kingdoms Garen Prestige Edition",,garen,Limited Edition,"mecha-kingdoms-prestige-edition","January 15, 2020"
"Mecha Kingdoms Draven",1350,draven,,"mecha-kingdoms","January 15, 2020"
"Mecha Kingdoms Jax",1820,jax,Legendary,"mecha-kingdoms","January 15, 2020"
"Mecha Kingdoms Sett",1350,sett,,"mecha-kingdoms","January 14, 2020"
"Freljord Sylas",1350,sylas,,"freljord","January 10, 2020"
"Sugar Rush Braum",1350,braum,,"sugar-rush","December 17, 2019"
"Sugar Rush Ziggs",1350,ziggs,,"sugar-rush","December 17, 2019"
"Sugar Rush Evelynn",1350,evelynn,,"sugar-rush","December 17, 2019"
"Sugar Rush Zilean",1350,zilean,,"sugar-rush","December 17, 2019"
"Nightbringer Aphelios",1350,aphelios,,"nightbringer","December 12, 2019"
"Nightbringer Vladimir",1350,vladimir,,"nightbringer","December 12, 2019"
"Nightbringer Soraka",1820,soraka,Legendary,"nightbringer","December 12, 2019"
"Nightbringer Lee Sin",1350,lee-sin,,"nightbringer","December 12, 2019"
"Nightbringer Lee Sin Prestige Edition",,lee-sin,Limited Edition,"nightbringer-prestige-edition","December 12, 2019"
"Dawnbringer Soraka",1820,soraka,Legendary,"dawnbringer","December 12, 2019"
"Dawnbringer Nidalee",1350,nidalee,,"dawnbringer","December 12, 2019"
"Dawnbringer Karma",1350,karma,,"dawnbringer","December 12, 2019"
"Hextech Swain",,swain,Hextech Crafting,"hextech","December 12, 2019"
